role,company,exp,salary,location,desc,req
Proteomics Bioinformatics Data Analyst,Arraygen Technologies Pvt Ltd,2-5 Yrs,Not disclosed,Pune,"Requirements:- Working knowledge of state- of- the- art bioinformatics, computational b...","Proteomics
Life sciences
Data quality
Representative
Data Analyst
Bioinformatics
Computational biology"
Marketing Data Analyst,PS GROUP,5-7 Yrs,Not disclosed,Kolkata,Forecast trends & develop analytics- based trade & shopper- insights to feed into regio...,"Computer science
Competitive analysis
Social media
Formulation
Atl
Market research
Data mining
Business case"
Data Analyst,AISpotters,3-6 Yrs,Not disclosed,Madurai,"Location : Madurai, Tamil Nadu, India AISpotters is a fast paced growing Human Intellig...","BPO
Training
Mobile technology
Data analysis
Interpersonal skills
TOEFL
Transcription
Artificial Intelligence"
Data Analyst - FSTS Data Platforms,ExecBoardinAsia,5-10 Yrs,Not disclosed,Chennai,"The role of data analyst is to facilitate use of data in the data lake, through: Unders...","Root cause analysis
metadata
EDC
Data modeling
Scrum
Data Analyst
Informatica
Core banking"
Data Analyst,Increasingly Technologies,0-4 Yrs,Not disclosed,Bengaluru,We are looking to rapidly expand our technology & product development operations in Ind...,"Retail
Automation
Manager Technology
Manual
Application development
HTTP
Data Analyst
Research"
Data Analyst,Xcaliber Infotech Pvt Ltd,3-5 Yrs,Not disclosed,Pune,Job Details : Analytical Skills: Experience in Data analysis on large amounts of data: ...,"Analytical skills
Data analysis
PDF
Excel
Business analysis
OOPS
Data Analyst
Powerpoint"
Data Analyst,Spectrum Consultants India Pvt Ltd.,1-6 Yrs,Not disclosed,Pune,Client is hiring Data Analyst to work in their Product s Marketing team. The candidate ...,"Analytical skills
Process audit
Training
Data analysis
SAP
Product mapping
data manipulation
Database administration"
Data Analyst,XCALIBER TECHNOLOGIES,3-5 Yrs,Not disclosed,Pune,Job Details : Analytical Skills: Experience in Data analysis on large amounts of data: ...,"Analytical skills
Data analysis
PDF
Excel
Business analysis
OOPS
Data Analyst
Powerpoint"
Material Master Data Analyst For Mohali Location,BIRLASOFT LIMITED,5-10 Yrs,"10,00,000 - 20,00,000 PA.",Mohali,Work with Global Master Data Coordinators to collect business requirements and rules fr...,"MDG
SAP MDG
SAP EDM
SAP MDM"
Data Analyst,Roche Products (India) Pvt. Ltd.,1-6 Yrs,Not disclosed,Mumbai,Essential Functions: Provide operational support for Lead/Contact enrichment - Sourcing...,"Nephrology
Healthcare
Oncology
Data Analyst
IT architecture
Information technology"
Data Analyst,Roche Diagnostics India (Pvt) Ltd,1-6 Yrs,Not disclosed,Mumbai,"Job Summary: As a Data Analyst, you will play a key role for the success ofOutbound Sal...","Nephrology
Healthcare
Oncology
Data Analyst
IT architecture
Information technology"
Data Analyst Data Analytical Services,Dataction Analytics Pvt Ltd,3-6 Yrs,Not disclosed,India,Data Analyst Data Analytical Services,"marketing executive
distributors
customer profiling
market research
Business Development
sales executive"
Data Analyst,Varite,3-6 Yrs,Not disclosed,Bengaluru,"Primary Skills Complex data mining, Designs, develops, implements and maintains busines...","Supervisor
Statistical analysis
Analytical
Data Analyst
Data mining
Business solutions
Supervision"
Data Analyst Data Analytical Services,Dataction Analytics Pvt Ltd,3-6 Yrs,Not disclosed,India,Data Analyst Data Analytical Services,"marketing executive
distributors
customer profiling
market research
Business Development
sales executive"
Data Analyst,Varite,3-6 Yrs,Not disclosed,Bengaluru,"Primary Skills Complex data mining, Designs, develops, implements and maintains busines...","Supervisor
Statistical analysis
Analytical
Data Analyst
Data mining
Business solutions
Supervision"
Data Analyst,Varite,1-5 Yrs,Not disclosed,Bengaluru,"Primary Skills pivot, vlookup, Data Analysis, CRM, Job Description: As a Data Analyst, ...","Data analysis
operational support
Quality improvement
Sales
EMEA
Sales development
VLOOKUP
Outbound sales"
Customer Data Analyst,Efftronics Systems Pvt Ltd,5-10 Yrs,Not disclosed,Vijayawada,"Customer Data Analyst Qualification B.Tech (CSE/ IT), BSc Computers Job Location Vijaya...","Bsc
Mail
Technical
Database
Data Analyst
Application software
Serviceputer Simulation"
Data Analyst-Marketing Location:Bangalore,Acme Professionals,3-5 Yrs,Not disclosed,Bengaluru,Data Analyst-Marketing Location:Bangalore Experience:3-5 years. Salary:Negotiable. Indu...,"Marketing Manager
c
Data Analyst
Information technology"
Data Analyst,SCIO Health Analytics,1-3 Yrs,Not disclosed,Chennai,Experience in US Healthcare Hospital / Facility claims processing Mandatory Good knowle...,"Analytical skills
MS Access
RDBMS
Data processing
Data Analyst
US healthcare
Claims processing
Auditing"
Data Analyst,Msg.ai,2-5 Yrs,Not disclosed,Gurgaon,Job description Requirements Business Analysis to understand the client's business and ...,"deep learning
Manager Quality Assurance
Business analysis
Artificial Intelligence
Manager Technology
Data quality
Data Analyst
Customer service"
Data Analyst,QubeRoot Analytics,3-4 Yrs,Not disclosed,Bengaluru,"Job Description: Writing SQL queries, stored procedures, functions and triggers Develop...","Data analysis
Publishing
Bfsi
Process improvement
Analytical
MySQL
Data collection
Healthcare"
Data Analyst II,Lithium Technologies Inc.,2-5 Yrs,Not disclosed,Bengaluru,The Data Analyst will support the sales operations department by helping to enrich and ...,"Excel
Sales operations
data integrity
Data Analyst
Analyst II
Salesforce"
Clinical Data Analyst,CLINAARC CLINICAL DATAMANAGEMENT PRIVATE LIMITED,1-6 Yrs,Not disclosed,Nagpur,Job description The Clinical Data Analyst has responsibilities for providing technical ...,Clinical Data Analyst
Data Analyst,Hyrefox,6-11 Yrs,Not disclosed,Gurgaon,"Produce regular reports and analysis, write systems queries to gather data, perform dat...","Analytical skills
Excel
Project management
Focus
Data Analyst
MS Office
Data mining
Cost"
Sr. Big Data Analyst,DST Worldwide Services India Pvt. Ltd,2-5 Yrs,Not disclosed,Hyderabad,Sr. Big Data Analyst,big data analyst
Data Analyst,Beno Staffing,1-2 Yrs,Not disclosed,Ghaziabad,The financial data will be provided to be formulated into a representational format for...,"PDF
Financial projections
Financial reporting
Staffing
KPI
Data Analyst
Budgeting
Management"
Lead - Data Analyst ( Big Data - Spark Scala ),Societe Generale Global Solution Centre Pvt Ltd,4-7 Yrs,Not disclosed,Bengaluru,Required Candidate profileProfile Required,"Unix
Hive
DW
Oracle SQL
SCALA
Big Data
PLSQL
Spark"
Data Analyst,Netomi,3-5 Yrs,Not disclosed,Gurgaon,Job Description: We are looking for an Intern-Data Analyst who can help us dig into raw...,"deep learning
Manager Quality Assurance
Business analysis
Artificial Intelligence
Manager Technology
Data quality
Data Analyst
Customer service"
Data Analyst,Analytics Vidhya Educon Pvt. Ltd,3-5 Yrs,Not disclosed,Gurgaon,Job description: Responsibilities Validating raw data quality and transforming the data...,"Service management
SAS
Coding
HTML
Data quality
microsoft
Data mining
Business intelligence"
Marketing Data Analyst,Analytics Vidhya Educon Pvt. Ltd,7-12 Yrs,Not disclosed,Bengaluru,Job description: Responsibilities Responsibilities include partnering with Intel IT (or...,"Data analysis
SAS
Web analytics
Analytical
Market research
Data Analyst
HTML
Data mining"
Data Analyst Flipkart,Analytics Vidhya Educon Pvt. Ltd,1-5 Yrs,Not disclosed,Bengaluru,Job description: Responsibilities Create and maintain reporting tools and applications ...,"Data validation
data science
Data modeling
MIS
HTML
VB
Macros
Operations"
Data Analyst,Analytics Vidhya Educon Pvt. Ltd,3-8 Yrs,Not disclosed,Bengaluru,Job description: IBM Analytics Solution helps organizations in driving business results...,"data science
Data modeling
Cognos
Debugging
OLAP
HTML
Business intelligence
Analytics"
Data Analyst - Marketing,Analytics Vidhya Educon Pvt. Ltd,2-3 Yrs,Not disclosed,Delhi,Job description: To get in at the ground level of a start- up. Work with very accomplis...,"Business objects
Data analysis
SAS
Testing tools
Online marketing
HTML
Analytics
SQL"
Data Analyst,Analytics Vidhya Educon Pvt. Ltd,2-5 Yrs,Not disclosed,Chennai,"Job description: We are looking to build a team of inspired, self-driven, analytical, f...","Linux
Db2
Data modeling
XML
HTML
Application development
SSIS
Teradata"
Data Analyst / Statistical Analyst,Analytics Vidhya Educon Pvt. Ltd,5-10 Yrs,Not disclosed,Bengaluru,"Job description: Responsibilities Responsibilities include data gathering, data explora...","Computer science
Data analysis
SAS
Machine learning
Information retrieval
HTML
Statistical Analyst
Pattern recognition"
Data Analyst IDC,Analytics Vidhya Educon Pvt. Ltd,1-3 Yrs,Not disclosed,Delhi,Job description: Responsibilities Framing the research problem with other stakeholders ...,"Automation
Data analysis
Visual Basic
Excel
SAS
HTML
Data quality
data visualization"
Data Mining and Reporting Analyst,Analytics Vidhya Educon Pvt. Ltd,3-5 Yrs,Not disclosed,Bengaluru,Job description: Identify areas of opportunity through rigorous analysis of key perform...,"Computer science
Data analysis
Business objects
MS SQL
data science
Data collection
HTML
Data mining"
Data Analyst,ASI-Apex Sourcing,1-5 Yrs,Not disclosed,Delhi,Data collection / analysis and preparation of reports .Excellent knowledge of advanced ...,"Data collection
Advanced Excel
Data Analyst"
Data Analyst,AXIS MY INDIA Ltd.,4-5 Yrs,Not disclosed,Mumbai,"Primary Responsibilities To turn data into information, information into insight and in...","Computer science
Business objects
SAS
XML
Javascript
Data Analyst
SPSS
Information management"
Data Analyst,Advanced Risk Analytics Private Limited,2-6 Yrs,Not disclosed,Ahmedabad,in Geo Informatics or Environmental Science or Geology Excellent written and verbal com...,"CV
Environmental science
Image processing
Technical
Data collection
Data processing
Data Analyst
MSC"
Data Analyst,HEXONICA,3-5 Yrs,Not disclosed,Pune,Role Responsibilities: Graduate or Post Graduate in Computer Science Work experience: 3...,"Computer science
SQL queries
Data analysis
Data modeling
Bfsi
Relationship
Data Analyst
Troubleshooting"
Data Analyst,Tek Travels Pvt. Ltd.,4-7 Yrs,Not disclosed,"Delhi, Gurgaon","Job Description Data analysts translate numbers into simple readable statics, every bus...","Data analysis
Income tax
Corporate tie-ups
Market research
Data Analyst
Business Executive
SQL
Logistics"
Medical Data Analyst,Exxat,1-4 Yrs,Not disclosed,Vadodara,Medical Data Analyst - Vadodara Responsibilities: Ensure accurate and consistent review...,"Health insurance
Nursing
Document review
query
Data Analyst
Testing"
Data Analyst,Rochem Separation Systems India Pvt Ltd,2-3 Yrs,Not disclosed,banda,Job Responsibilities Include: Creating excel templates for data collection and reportin...,"ERP
Automation
SAP ERP
Excel
Coding
Data collection
VB
Macros"
Data Analyst,Lithium Technologies Inc.,2-5 Yrs,Not disclosed,Bengaluru,The Data Analyst will support the sales operations department by helping to enrich and ...,"Excel
Sales operations
data integrity
Data Analyst
Salesforce"
Data Analyst,Lithium Technologies Inc.,2-5 Yrs,Not disclosed,Bengaluru,The Data Analyst will support the sales operations department by helping to enrich and ...,"Excel
Sales operations
data integrity
Data Analyst
Salesforce"
Data Analyst,GlowTouch Technologies,4-9 Yrs,Not disclosed,Mangalore,DUTIES & RESPONSIBILITIES This role focuses on the development and growth of a unique h...,"ISMS
PDF
Business Analyst
Manager Technology
Application development
Data Analyst
JPEG
ITES"
Data Analyst,Diya Systems (Mangalore) Pvt. Ltd.,4-9 Yrs,Not disclosed,Mangalore,We are looking for a skilled Data Analyst to join our engineering team. DUTIES & RESPON...,"ISMS
PDF
Business Analyst
Manager Technology
Application development
Data Analyst
JPEG
ITES"
Data Analyst R SAS,DEFTeam Solutions Private Limited,3-6 Yrs,Not disclosed,Noida,"Design , build and Deploy data mining and data analysis solutions for big data sets. De...","Data analysis
SAS
Linux
Analytical
Machine learning
Engineering Manager
Windows
Data mining"
Data Analyst,William J. Clinton Foundation,1-3 Yrs,"3,00,000 - 4,00,000 PA.",Ahmedabad,"Major responsibilities : Identify, analyze, and interpret trends or patterns from the n...","operations management
data analysis
mis
review analysis
report
Advanced Excel
Review data
dashboards"
Data Analyst,Impact Management Needs Pvt Ltd,3-5 Yrs,Not disclosed,Karnataka,Working with Branch Managers of various branches across the globe will give the applica...,"Excel
Sales operations
Analytical
Billing
Oracle
microsoft
Data mining
Powerpoint"
Forensic (Data) Analyst,Adroit Valuation Services Pvt Ltd,2-5 Yrs,Not disclosed,Noida,"Role Description: Good in MS- Excel. Excellent command over SSIS, SSRS. Good into Data ...","Cluster analysis
Data analysis
Time management
Analytical
SSRS
Computer application
Forensic
SSIS"
Data Analyst,Adidas Group,1-6 Yrs,Not disclosed,Gurgaon,Key Responsibilities: Analytics Undertakes analytical activities and delivers analysis ...,"Business administration
Data analysis
Analytical
Brand marketing
Windows
data visualization
Information technology
Analytics"
Data Analyst,EXPONIQ ENGINEERING SERVICES PVT LTD,2-5 Yrs,Not disclosed,Trivandrum,Updated: 02 June 2018 Data Analyst Job Location - Trivandrum Salary: As per Industry St...,"Computer science
Analytical skills
Data Analyst"
Data Analyst (ETL Tools),Alpha Analytics Services Pvt Ltd,2-4 Yrs,Not disclosed,Pune,"Job Summary Responsibilities and Duties Responsible for importing, cleansing, transform...","Data modeling
Consulting
Data Analyst
Scheduling
Informatica
Stored procedures
Unit testing
Pentaho"
Data Analyst,Ipseity Group,1-3 Yrs,Not disclosed,Bhopal,Graduate in any stream 1 - 3 Years Responsibilities A data analyst might train employee...,"Data analysis
Word
Process improvement
XML
Data collection
Data Analyst
Data quality
staff"
Salesforce Data Analyst,Sahasya Global Solutions,0-5 Yrs,Not disclosed,Hyderabad,Role: Salesforce Data Analyst Experience Range: 2- 3 years & 8 plus years for Salesforc...,"IT services
Data migration
development
technical
level
System programming
Data Analyst
it"
Junior Healthcare Data Analyst / Healthcare Data Analyst,SCIO Health Analytics,2-5 Yrs,Not disclosed,Chennai,Moderate/ Expert working knowledge of and programming experience with SAS - able to cre...,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,3-7 Yrs,Not disclosed,Bengaluru,"tech Location: Bangalore Skills Required: SQL, PL / SQL for data extraction, validation...","reports
automation
be
good communication skills
sql pl sql
data warehousing
dashboards
data analyst"
Data Analyst,Right Step Consulting,1-3 Yrs,Not disclosed,Gurgaon,Job Description Role and Responsibilities - Execute processes to monitor data governanc...,"Excel
Analytical
Market research
PHP
Data Analyst
Data quality
Data mining
Forecasting"
Data Analyst,Right Step Consulting,1-4 Yrs,Not disclosed,Gurgaon,Job Description Below are Job Synopsis however not restricted to it : - Financial Data ...,"MS Access
MySQL
PHP
Data Analyst
MS Office
Oracle
Business intelligence
Macros"
